Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
8828,begin state look forward game pretty hype even though would recommend game dont think bad game overall several hour point play end try get achievement however disappoint game nowthis game absolutely beautiful truly next gen game however also hindrance time time get hard figure need go lighting shadow obfuscate path add invisible wall sometimes may seem like able get certain place game want go certain direction area inaccessible invisible wall big issue time time annoy far bos arena trap without visual indicator cant leave especially black loong fight shockwave like move im sure jump/dodge way seem like game want jump rock around arena avoid problem slop area look like safe spot wall offthe combat repetitive current level seem light attack combo spell transformation break core combat far light combo dodge skill tree pretty large seem like would take several playthroughs unlock everything maybe combat open later havent gotten yetthis game far bad game game hop case complaint little minor gripe add would recommend game someone however could see someone wouldthis little side note hop full exploration journey west could wrong feel like game stray far original story opening game seem end part 1 journey west go different direction maybe im miss something bit disappointed wont get many detail avoid spoiler,Not Recommended,1916,25.6,22-09-2024
8829,goated story,Recommended,11,40.9,22-09-2024
8830,ball kill time erlang,Recommended,34,50.8,22-09-2024
8831,first game actual staff/polearm combat thats fully compose instead various poke occasional running poke,Recommended,111,18.6,22-09-2024
8832,amazing game,Recommended,11,4.5,22-09-2024
8833,8d,Recommended,4,7.5,22-09-2024
8834,nc,Recommended,2,56.1,22-09-2024
8835,originally post recommend game time come really enjoy gameand might beautiful game ever create gorgeous,Recommended,152,12.2,22-09-2024
8836,get chapter 6 everytime load crash game,Not Recommended,53,87.0,22-09-2024
8837,end end game chore fun,Recommended,35,112.7,22-09-2024
8838,asian version god war 5 star,Recommended,42,15.2,22-09-2024
8839,good,Recommended,4,88.2,22-09-2024
8840,one best game ive ever play finish achievement beat game 4 time great boss visuals gameplay mechanic character come someone mainly play 1st person shooter game great time good change pace,Recommended,221,91.8,22-09-2024
8841,fantastic game huge hit truly happy able play beat play chinese english sub make authentic raytracing use 4090 game look incredible game play hard point forgive others even level great game come year definitely pick game year look forward ever since trailer drop year back hop would actually live hype,Recommended,457,34.5,22-09-2024
8842,yes would highly recommend game point goty 2024 graphic story control fluid combat many secret big refresher care invisible wall game bit,Recommended,184,66.8,22-09-2024
8843,9/10 get end credit like go back want monke,Recommended,57,47.4,22-09-2024
8844,good,Recommended,7,22.5,22-09-2024
8845,goated,Recommended,6,57.4,22-09-2024
8846,100/100,Recommended,9,83.5,22-09-2024
8847,amazing game,Recommended,11,33.0,22-09-2024
8848,game year,Recommended,13,37.1,22-09-2024
8849,la vem homem macaco correndo atras de mim,Recommended,35,28.7,22-09-2024
8850,awesome,Recommended,7,94.1,22-09-2024
8851,monkey,Recommended,6,41.9,22-09-2024
8852,game,Not Recommended,12,39.2,22-09-2024
8853,good,Recommended,4,24.2,22-09-2024
8854,hard butgood,Recommended,14,25.1,22-09-2024
8855,good game,Recommended,8,27.6,22-09-2024
8856,peak fiction,Recommended,11,72.1,22-09-2024
8857,product refundedlots screen freeze,Not Recommended,35,1.9,22-09-2024
8858,monkey seemonkey domonkey become god never know,Recommended,51,15.4,22-09-2024
8859,incredible,Recommended,10,47.4,22-09-2024
8860,good game,Recommended,8,159.7,22-09-2024
8861,enjoyable,Recommended,13,76.3,22-09-2024
8862,boss,Not Recommended,13,33.8,22-09-2024
8863,10/10 game year,Recommended,19,60.5,22-09-2024
8864,dope azz game,Recommended,11,58.9,22-09-2024
8865,return monke,Recommended,14,59.9,22-09-2024
8866,monke,Recommended,5,51.5,22-09-2024
8867,absolute gem gameplay smooth satisfy character progression rich meaningful choice make visuals eyepoppingly beautiful,Recommended,145,28.5,22-09-2024
8868,sdadsa,Recommended,6,156.8,22-09-2024
8869,gg gilaa,Recommended,7,87.3,22-09-2024
8870,unbelievable,Recommended,13,101.8,22-09-2024
8871,game run incredibly bad audio stuttering lag open genuinely unplayable refund,Not Recommended,89,0.3,22-09-2024
8872,meh,Not Recommended,6,13.7,22-09-2024
8873,fantastic stun art,Recommended,21,88.8,22-09-2024
8874,fun,Recommended,3,86.9,22-09-2024
8875,reason refund game blurry resolution poor upscaling implementation lackluster performancethe reason never buy game toxicity see review section fan game havent see bigger group snowflake anywhere internet yearsfrom disabled people epilepsy basically tell end fan game lack certain chromosome happen help regulate emotional response fan soulslikes issue performance map design tell right opinion end livesthis response community damage game negative review ever look bad community look bad developer look bad steam still moment take step moderate disgust behavior keep comment section open prove pointoriginally plan wait month product stable promise never buy game recommend anybody unless action take kind public apology give either steam wukong devs relation toxic fan,Not Recommended,1107,0.9,22-09-2024
8876,good,Recommended,4,151.8,22-09-2024
8877,fun challenge somewhat remind newer god war game would recommend,Recommended,73,17.0,22-09-2024
8878,perfect,Recommended,7,69.6,22-09-2024
8879,easily goty insane graphic great story gameplay super addicting worth buck,Recommended,80,65.1,22-09-2024
8880,please play highly recommend,Recommended,25,48.1,22-09-2024
8881,challenge combat fair teach mechanic encourages master apes together strong,Recommended,90,47.6,22-09-2024
8882,sigma ganme buiy,Recommended,18,18.4,22-09-2024
8883,10/10 please make either sequel storyline one character transform game year,Recommended,104,75.1,22-09-2024
8884,boss evey turn,Recommended,17,40.3,22-09-2024
8885,hour fun time game play feel good smooth boss challenge software level difficulty definitely recommend,Recommended,143,46.6,22-09-2024
8886,highly recommend game however warn time need really grind level gain skill point better character ever bos,Recommended,149,8.3,22-09-2024
8887,journey best,Recommended,17,143.7,22-09-2024
8888,really fun work animation boss/ennemies crazy,Recommended,57,41.7,22-09-2024
8889,amazing beautiful game havent much fun lately game since ive played rdr2,Recommended,83,55.0,22-09-2024
8890,monke,Recommended,5,13.8,22-09-2024
8891,finally game actually enjoy always use think maybe grow cant enjoy game cause much gamer anymore something play felt like childhood really get would love play day long grind game factually comeback game opinion breath fresh air indeed,Recommended,314,127.0,22-09-2024
8892,amazing game great story gameplay goty 2024 sure,Recommended,49,57.0,22-09-2024
8893,great game good job game science,Recommended,28,145.7,22-09-2024
8894,game definition soulslike game,Recommended,41,61.0,22-09-2024
8895,love monke,Recommended,10,92.4,22-09-2024
8896,everything great except graphic cause laggy often fix next patch hopefully,Recommended,90,139.4,22-09-2024
8897,product refundedmonke flip,Recommended,24,3.4,22-09-2024
8898,nice game im expect dlc,Recommended,29,86.4,22-09-2024
8899,amzing,Recommended,17,76.9,22-09-2024
8900,quite entertaining game passion love devs shin understand thematically certain thing make sense average player merit multiple playthroughs come annoyance anything buy sale worth price tag completionist,Recommended,287,66.8,22-09-2024
8901,good game manage overcome glare flaw great something base journey west developer seem forget basic game suppose work1 need button move around want movement key bury amongst letter key suppose map arrow key developer map movement key letter lock arrow key map movement like suppose install powertoys extensive key remapping make game playable all2 game suppose map map doesnt even seem compass theres mod add map need use mod add basic game functionality3 save load functionality believe sometimes like able save game load earlier save way seem go directory save file manually make copy savefiles4 difficulty setting doom 5 difficulty level 1993 30 year ago developer didnt manage provide difficulty setting way adjust difficulty mod,Recommended,1063,110.9,22-09-2024
8902,хорошо,Recommended,6,44.2,22-09-2024
8903,monke gud play monke,Recommended,18,141.9,22-09-2024
8904,fart,Recommended,4,21.3,22-09-2024
8905,solid game year contender,Recommended,27,60.6,22-09-2024
8906,fun ive ever play game like even though open world still good fun game story also good,Recommended,118,45.1,22-09-2024
8907,monkey,Recommended,6,18.5,22-09-2024
8908,memorize boss movement achieve victory funy since elden ring like mechanic go ahead kinda game,Recommended,118,137.7,22-09-2024
8909,game alright like game design everything first soul like game would give least 3/5 boss get bore progress mechanic sound bit offoverall would wait go sale wouldnt get full price game,Not Recommended,242,15.9,22-09-2024
8910,love game bit drop rate seed enemy curio soak gather plant get up least small percentage type grinding actual hell really dont mind grind game since spend upwards 6 hour get ear dark soul 3 mind timer plant real world minute make grind drag point frustrationthankfully rest game phenomenal grind wont deter make goty,Recommended,430,48.4,22-09-2024
8911,masterful generational aweinspiring know developer stress soulslike even soulsadjacent confidently say never well game genre exception sekiro dark soul 3,Recommended,204,19.2,22-09-2024
8912,goty,Recommended,4,71.1,22-09-2024
8913,get play monkey kick ass could possibly ask,Recommended,65,27.6,22-09-2024
