Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
6873,neat,Recommended,9,11.2,27-09-2024
6874,game year,Recommended,13,75.9,27-09-2024
6875,85/10,Recommended,6,107.2,27-09-2024
6876,ยอดเยยม/10 ///ดดทกรายละเอยดในเกม มความใสใจอยในทกอณของเกมนเกมทดไมจำเปนตองมอะไรมากมาย แควานร กระบองวเศษ กบฉายาฉเทยนตาเซงกพอละ,Recommended,154,91.4,27-09-2024
6877,incredible,Recommended,10,66.4,27-09-2024
6878,return monke inevitable,Recommended,25,75.9,27-09-2024
6879,40 hr every minute super entertaining fun admittedly game first reveal yr ago skeptical im glad buy hype cant wait see rest boss game,Recommended,189,138.0,27-09-2024
6880,product receive freeman know say return monke peak,Recommended,88,60.0,27-09-2024
6881,best game ive play since half life,Recommended,31,38.2,27-09-2024
6882,65 dollar waste money game repetitive lot invisible wall graphic stun go seem like good look game early 2000s 20 dollar,Not Recommended,181,5.6,27-09-2024
6883,reight goood,Recommended,14,61.3,27-09-2024
6884,solid 95/10,Recommended,15,63.4,27-09-2024
6885,famous chinese book west journey picture good story best read something west journey,Recommended,112,129.8,27-09-2024
6886,prosstunning visualsconsdenuvo antitamper underdevelop element,Not Recommended,65,116.2,27-09-2024
6887,,Recommended,2,63.7,27-09-2024
6888,product receive freethe game fun look amazing rig run 4k and/or high fps highly recommend like game vein soulslike/soulslite,Recommended,160,139.8,27-09-2024
6889,really love game much play everyday im get better really entertain really fun game im chapter 4 im really excite get chapter 6 also make dlc awesome game give game 10/10 im really happy purchase game year,Recommended,243,175.7,27-09-2024
6890,yes,Recommended,3,67.9,27-09-2024
6891,learn design boss please theres cool one holy hellmany boss arent fun straight wouldnt buy,Not Recommended,131,55.0,27-09-2024
6892,amaze,Recommended,7,134.7,27-09-2024
6893,great game,Recommended,9,43.1,27-09-2024
6894,one best game ever play,Recommended,35,44.3,27-09-2024
6895,incredible combat great world great concept issue performance issue pc able handle,Recommended,103,10.5,27-09-2024
6896,yes,Recommended,3,56.3,27-09-2024
6897,goty 2024,Recommended,14,47.6,27-09-2024
6898,fun interesting heard kinda like soul game havent play game beforeits almost like monster hunter fight bos wait time attack right patience game alright youfor impatient one hack slash like journey west try game though exactly wukong,Recommended,328,170.4,27-09-2024
6899,game absolutely breathtaking chapter challenge adapt playstyle keep every moment fresh excite rich immersive lore set apart anything ive play blend captivate story unique mechanic even simplest combat element surprise force rethink approach progress ive spent hour fight boss sweet satisfying moment land deathblow bos walkaway screen victory lap cant recommend enoughdefinitely musttry,Recommended,480,84.1,27-09-2024
6900,game amaze,Recommended,17,48.4,27-09-2024
6901,dont think twice buy 100 worth,Recommended,36,44.2,27-09-2024
6902,accept monke 10/10,Recommended,16,71.2,27-09-2024
6903,also staff pant,Recommended,23,3.4,27-09-2024
6904,repetitive gameplay get boring fast,Not Recommended,33,19.8,27-09-2024
6905,sooo good,Recommended,13,83.2,27-09-2024
6906,masterpiece,Recommended,12,78.9,27-09-2024
6907,game hay vai ca lon,Recommended,15,69.9,27-09-2024
6908,monke,Recommended,5,42.5,27-09-2024
6909,product receive freegoaty,Recommended,27,157.1,27-09-2024
6910,good bos fight,Recommended,14,50.9,27-09-2024
6911,monke,Recommended,5,12.9,27-09-2024
6912,product receive freegood,Recommended,26,73.6,27-09-2024
6913,game,Recommended,17,21.3,27-09-2024
6914,graphic music gameplay rich story easily best rpg ive play recent year,Recommended,78,101.0,27-09-2024
6915,get repetitive boring 2 hour,Not Recommended,37,1.0,27-09-2024
6916,monkey sound,Recommended,14,50.1,27-09-2024
6917,good,Recommended,8,85.2,27-09-2024
6918,excellent game,Recommended,13,5.1,27-09-2024
6919,visuals aspect game really captivate control basic layout perfect player play soul base game great visuals great story tell 10000/10 recommend,Recommended,199,24.2,27-09-2024
6920,game make read journey west amazing iconic 10/10 would become monkey king,Recommended,96,100.9,27-09-2024
6921,super bomb,Recommended,9,32.8,27-09-2024
6922,good game,Recommended,8,20.5,27-09-2024
6923,10/10 game masterpiece,Recommended,30,15.3,27-09-2024
6924,masterpiece,Recommended,11,200.2,27-09-2024
6925,stun visuals exceptional aesthetic excellent atmosphere fun gameplay make wonderful experience however game still issue mainly really uneven difficulty pretty tough difficulty spike might prove much casual audience unfamiliar soulslike combat exploration also feel restrict really obvious invisible wall mazelike level design finally story faithful interpretation journey west however knowledge chinese mythology feel lost game keep unveil new character location theme without proper introduction ultimately make feel like selfcontained narrative within game like god war norse mythology background understand kratos story without knowledge latter game overview chinese talestill wukong mustplay goty contender,Recommended,858,50.1,27-09-2024
6926,ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ ออะ ออะ ออะ ออะอ ออะ,Recommended,528,72.0,27-09-2024
6927,game keep freeze literally unplayable even overspec pc 0/10 get refund,Not Recommended,74,4.8,27-09-2024
6928,sex game,Recommended,7,36.5,27-09-2024
6929,dont normally play game like take gamble god masterpiece 100 game year probably decade,Recommended,102,35.3,27-09-2024
6930,85/10 solid 3a,Recommended,13,38.6,27-09-2024
6931,top 5 best game ever play,Recommended,29,175.2,26-09-2024
6932,perfect,Recommended,7,60.9,26-09-2024
6933,game fantastic,Recommended,19,64.2,26-09-2024
6934,精良,Recommended,3,44.8,26-09-2024
6935,monke real gud,Recommended,12,75.3,26-09-2024
6936,could someone grow dragonball reimagining journey west enjoy game variation storythe cut scene great visually conceptuallythe gameplay fun various enemy/npc model stunninga differ build could make go crit buildthe issue ive fairly rare frame dip thats likely pci majorly enjoy time version sun wukong hope youll enjoy,Recommended,419,101.2,27-09-2024
6937,masterful story tellingamazing bos design offer challenge experience mechanic isnt hardgorgeous graphicsawesome combat variety play style spell weapon armorgoty 10/10,Recommended,183,97.5,26-09-2024
6938,one best game ever make amaze graphic next level bos fight really hard beat boss also tricky get actual true end miss due minor mistake well yes make game challenging extremely fun,Recommended,224,144.9,26-09-2024
6939,im happy wrong game first saw think would another technical demo show good grafics ue5 wrong game beautifull graphic engaging gameplay interested culture grate story 100 recomend game pearson like action rpgsthe onli problem find game bit lineal repetitive point 85/10,Recommended,370,54.8,26-09-2024
6940,nice,Recommended,9,21.7,26-09-2024
6941,undoubtedly masterpiece milestone game history thank gamescience,Recommended,71,80.5,26-09-2024
6942,man shi cool whatever,Recommended,24,48.2,26-09-2024
6943,monkee,Recommended,6,85.7,26-09-2024
6944,freak spectacular,Recommended,19,144.9,26-09-2024
6945,one best game ever play dont say lightly,Recommended,54,79.9,26-09-2024
6946,game fun feel incredible pick goty genuinely recommend anyone who interest absolutely beautiful,Recommended,124,43.4,26-09-2024
6947,good,Recommended,4,51.4,26-09-2024
6948,best game play 20 year game beautiful art beautiful boss secret true end every moment mean something end show lesson forge destiny define others label dont settle think deserve break free exception live life go journey term destiny make forge write,Recommended,379,127.8,26-09-2024
6949,difficult casual gamers devlopers forget casual gamers hard core gamers play game forget give select difficulty level make game nightmare play cant complete 5 also think twice buying regret find game hard,Not Recommended,254,15.4,26-09-2024
