,ReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
6443,"This game has received an overwhelming number of reviews due to the Chinese ""human wave"" tactic. In reality, the game isn't that exceptional. It's not bad, of course, but it's just average.",Not Recommended,158,13.1 hrs on record,Posted: September 29
6444,Reject humanity; embrace Monke.,Recommended,28,118.3 hrs on record,Posted: September 29
6445,ok,Recommended,2,56.6 hrs on record,Posted: September 29
6446,Be Monkey. Bonk things with stick,Recommended,28,57.9 hrs on record,Posted: September 29
6447,coolness,Recommended,8,35.9 hrs on record,Posted: September 29
6448,"This is Like a Dark Souls 3 type of game. I like how there are the different chapters and each chapter that you beat, the enemies and the bosses only get more difficult from there. I like all of the different areas and chapters so far and there level design for the most part. Good variety of enemies in the chapters that I have played so far. All the different weapons, armor, and drink combinations that you can make are really cool too. Much planning went into this game and I will definitely be playing this game again after i beat it for the 1st time.",Recommended,451,76.7 hrs on record,Posted: September 29
6449,"Fantastic game, made by very hard working people no doubt. Chinas finest! The combat is extremely satisfying and gets deeper and deeper the further you get in the game. The story is a bit confusing, but overall very beautiful and exciting. The graphics are also extremely pretty, and the PC version is very well optimized. Ran like a dream in my 4600 rtx laptop, on high settings, with DLSS set to Performance at 1440p. Some cheap encounters here and there, but that’s like all other souls-likes, which this game is somewhat like. Overall not too hard, but a nice challenge still. Great, great game.",Recommended,496,13.3 hrs on record,Posted: September 29
6450,This game deserves to win the award to Goty,Recommended,35,86.7 hrs on record,Posted: September 29
6451,Absolutely love this game! It is a must play for sure!,Recommended,44,132.1 hrs on record,Posted: September 29
6452,best monkey sim out rn,Recommended,18,29.1 hrs on record,Posted: September 29
6453,The best game I have ever played 😍😍😍,Recommended,29,65.9 hrs on record,Posted: September 29
6454,peak,Recommended,4,42.4 hrs on record,Posted: September 29
6455,קופיקו,Recommended,6,69.1 hrs on record,Posted: September 29
6456,You can't stop playing this. the story and game play is the best in the class,Recommended,62,60.2 hrs on record,Posted: September 29
6457,Product received for freeits fun and goes hard,Recommended,39,10.9 hrs on record,Posted: September 29
6458,For a souls-like experience it isn't too bad although some controls can get a bit finicky the story across different art forms is well entertaining although i did spend quite a bit of time grinding for a specific build as you do with the souls game but it was all in well worth it.,Recommended,228,31.6 hrs on record,Posted: September 29
6459,"I want to start off by saying i am not the most experienced with these exact type of games nor this title outside of internet hype. Understand my experience may not be common and my issues may not be a problem with the core game play. That being said in my first day of playing i feel i have never been more frustrated with a game feeling broken as i have with this game.As beautiful as this game looks every input feels incredibly slow, sometimes just outright does not register the input. And no it is not my controller as it is less than two months old and has no issues with other game and testing, as well as my computer has plenty of performance and does not have issues with other games. I have also considered the possibility of the slow reactions being part of game play mechanics to make things more difficult and while this i'm sure is the case in some scenarios, there are times where movements differ from the inputs i am giving, or even when no action is occurring it takes multiple inputs to make the action happen. I have even had issues getting into menus where i had to press the menu button several times for it to eventually pause the game while nothing is happening. This all maybe be individual bugs i am experiencing, and my issues will probably never be seen.",Not Recommended,1045,12.4 hrs on record,Posted: September 29
6460,chinese monke :like:,Recommended,18,7.1 hrs on record,Posted: September 29
6461,realistic graphics,Recommended,17,9.3 hrs on record,Posted: September 29
6462,very good game,Recommended,12,5.7 hrs on record,Posted: September 29
6463,Great game!,Recommended,10,39.2 hrs on record,Posted: September 29
6464,"Fantastic. Almost broke my controller, also almost beat the game. We'll see which happens first.",Recommended,82,51.6 hrs on record,Posted: September 29
6465,Superb!,Recommended,7,43.6 hrs on record,Posted: September 29
6466,amazing,Recommended,7,103.6 hrs on record,Posted: September 29
6467,7.5/10,Recommended,6,55.4 hrs on record,Posted: September 29
6468,Like it,Recommended,6,17.5 hrs on record,Posted: September 29
6469,"While this game is visually beautiful, the gameplay is wonky when up against bosses. The hotboxes on some of the bosses was not well placed and made combat unnecessarily difficult. The controls at times also dont work. I wouldnt recomend until some things have been fixed.",Not Recommended,227,7.2 hrs on record,Posted: September 29
6470,"Genuinely a good game if your looking for another souls like experience for a full price game. The amount of story telling and visual experiences they put into the game is excellent and surpasses other souls like titles imo. Along with all of the gear and the different stance styles and abilities you can use to come close enough to the ""wukong"" experience is refreshing. The amount of world building that you can experience is also superb even though majority of the time there are no choices to make or actual impacts that you can take to change the environment or world. A couple of the complaints I would have is the amount of lag some would experience if your pc isn't up to specs, as well as the amount of invis walls but that comes with the linear, less exploratory areas. Would recommend to anyone who's looking for a decent amount of difficulty to other souls and a ""god of war"" like experience. Journey to the west is one of the greatest stories I've ever read and I'm glad to see that there is a game taking relevance that gives the story more life to others who've never read or experienced it. 10/10",Recommended,910,45.8 hrs on record,Posted: September 29
6471,"Masterpiece, a must-play game, unique in its style.",Recommended,44,49.1 hrs on record,Posted: September 29
6472,"beautiful, challenging. don't miss the missables!",Recommended,44,65.0 hrs on record,Posted: September 29
6473,"10/10 Fun game, great story, awesome fighting.",Recommended,40,85.4 hrs on record,Posted: September 29
6474,good,Recommended,4,74.1 hrs on record,Posted: September 29
6475,"My first 2 favourite games, goes Elden Ring, Sekiro, and its seeming like this may be my third (I havent played thousands of games like some people so yes fromsoftware is my favourite)",Recommended,152,10.4 hrs on record,Posted: September 29
6476,",",Recommended,1,42.0 hrs on record,Posted: September 29
6477,"What else to say except perfect, filling the void after elden ring's DLC",Recommended,60,62.6 hrs on record,Posted: September 29
6478,"urgh, it is stunning!",Recommended,18,9.7 hrs on record,Posted: September 29
6479,v,Recommended,1,12.1 hrs on record,Posted: September 29
6480,"It's a truly stunning game, that is indeed very souls like.",Recommended,49,116.5 hrs on record,Posted: September 29
6481,awesome game!!!,Recommended,14,138.3 hrs on record,Posted: September 29
6482,"very hard, very rewarding",Recommended,22,30.5 hrs on record,Posted: September 29
6483,"A single player game with ideas from back when simple single player games were abundant.GOTY material, for sure.",Recommended,95,91.8 hrs on record,Posted: September 29
6484,Product received for freeEveything was so good in this game. I really enjoyed it.,Recommended,68,58.5 hrs on record,Posted: September 29
6485,"Despite CONSTANT performance issues and audio desyncing during cutscenes, crashing during the final moments of the hardest bosses in the game, and the inability to load small isolated levels without experiencing dips to 11fps, Black Myth: Wukong is a charming and fun game with an interesting story and lore, unique enemies throughout the entire game, varied and engaging combat mechanics, and of course great voice acting and music. The end of each chapter features a unique and beautifully animated cutscene which tells more of the story related to the chapter you just completed or the characters you met, which stood out to me as some of my favourite parts of the game. Don't listen to the bum game critics, this game is easily worth the money.",Recommended,623,110.3 hrs on record,Posted: September 29
